User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,BMI
11513205,female,57,163.0,68.0,29.0,109.0,40.7,199.0,25.59373706198954
11842710,male,53,192.0,93.0,5.0,90.0,39.1,25.0,25.227864583333336
12576313,female,22,179.0,67.0,8.0,77.0,39.5,23.0,20.91070815517618
12367125,male,67,192.0,92.0,24.0,108.0,40.7,200.0,24.95659722222222
16913504,female,27,168.0,64.0,2.0,76.0,38.2,6.0,22.67573696145125
19439155,male,57,178.0,83.0,2.0,79.0,38.1,7.0,26.19618735008206
16137644,female,49,168.0,68.0,20.0,99.0,40.6,113.0,24.092970521541954
11622081,female,39,168.0,63.0,29.0,108.0,40.7,188.0,22.321428571428577
17374074,male,47,165.0,72.0,20.0,96.0,40.3,103.0,26.44628099173554
19096890,male,62,197.0,101.0,17.0,103.0,40.3,128.0,26.02489113349996
19628507,male,41,187.0,89.0,23.0,99.0,40.7,130.0,25.45111384369012
16918679,female,34,144.0,50.0,7.0,83.0,39.3,27.0,24.112654320987655
11194130,female,40,163.0,62.0,27.0,111.0,41.2,185.0,23.335466144755166
18863486,female,55,155.0,57.0,11.0,92.0,39.8,57.0,23.725286160249738
11754581,male,44,189.0,88.0,13.0,94.0,40.0,65.0,24.635368550712467
15161631,female,45,160.0,60.0,16.0,99.0,40.4,91.0,23.437499999999996
18735761,female,49,164.0,64.0,19.0,105.0,40.4,120.0,23.795359904818564
15878611,female,46,166.0,68.0,12.0,101.0,40.1,70.0,24.677021338365513
19249559,male,25,202.0,100.0,9.0,94.0,39.8,39.0,24.50740123517302
15469030,male,68,171.0,80.0,22.0,95.0,40.5,136.0,27.358845456721728
11157560,female,25,169.0,64.0,14.0,101.0,40.2,77.0,22.40817898532965
19576971,female,31,174.0,67.0,9.0,93.0,39.5,42.0,22.12973972783723
15048071,male,57,184.0,91.0,7.0,95.0,39.2,41.0,26.878544423440452
18707469,female,27,159.0,59.0,14.0,88.0,39.9,59.0,23.337684427040067
12598637,male,40,201.0,98.0,24.0,110.0,40.7,179.0,24.256825326105798
14342169,female,57,171.0,74.0,2.0,73.0,38.6,6.0,25.3069320474676
19208771,female,23,155.0,62.0,5.0,74.0,39.2,13.0,25.806451612903224
11790318,male,23,189.0,87.0,23.0,110.0,40.0,147.0,24.355421180818006
11756583,male,43,183.0,88.0,26.0,107.0,40.7,180.0,26.27728507868255
16417986,male,74,201.0,107.0,14.0,96.0,40.1,101.0,26.484492958095103
13065142,female,45,158.0,53.0,23.0,106.0,40.7,150.0,21.230572023714146
10481882,female,31,165.0,60.0,25.0,115.0,40.8,179.0,22.03856749311295
19521409,male,21,195.0,93.0,6.0,93.0,39.2,23.0,24.45759368836292
15862346,male,50,190.0,96.0,3.0,80.0,38.3,10.0,26.59279778393352
12234447,male,39,175.0,74.0,9.0,93.0,39.5,39.0,24.163265306122447
14624633,male,57,169.0,81.0,30.0,112.0,40.9,247.0,28.360351528307834
17074274,female,26,159.0,53.0,19.0,92.0,40.5,89.0,20.964360587002094
17636190,male,34,181.0,83.0,25.0,102.0,40.9,141.0,25.33500198406642
14345479,female,55,160.0,62.0,4.0,87.0,39.1,18.0,24.218749999999996
11772472,female,52,171.0,67.0,15.0,89.0,40.6,70.0,22.91303307000445
19087162,male,21,188.0,90.0,29.0,110.0,40.8,185.0,25.46401086464464
15875055,female,20,136.0,45.0,11.0,94.0,40.1,54.0,24.329584775086502
10939512,female,79,152.0,60.0,29.0,107.0,40.8,207.0,25.969529085872576
13616455,male,21,189.0,91.0,27.0,114.0,41.0,189.0,25.475210660395845
19118405,male,50,171.0,74.0,2.0,82.0,38.1,6.0,25.3069320474676
10503799,female,29,180.0,76.0,12.0,97.0,39.9,60.0,23.456790123456788
16572590,male,22,194.0,92.0,6.0,92.0,39.0,23.0,24.444680624933575
17336010,female,28,158.0,60.0,27.0,113.0,40.8,186.0,24.034609838166958
15483091,male,38,188.0,93.0,28.0,104.0,40.9,178.0,26.312811226799457
10006441,male,23,169.0,73.0,25.0,102.0,40.7,122.0,25.55932915514163
13075455,female,68,159.0,68.0,24.0,108.0,40.5,166.0,26.897670187097027
17564519,male,79,176.0,86.0,20.0,102.0,40.1,158.0,27.763429752066116
18789619,female,35,182.0,70.0,2.0,83.0,38.4,7.0,21.132713440405748
15444304,male,67,201.0,96.0,18.0,105.0,40.5,143.0,23.761788074552616
13122354,female,21,156.0,52.0,12.0,82.0,39.8,43.0,21.367521367521366
10692173,female,44,143.0,49.0,17.0,92.0,40.2,86.0,23.96205193407991
12890276,female,43,175.0,72.0,23.0,100.0,40.7,128.0,23.510204081632654
14339451,male,21,186.0,79.0,29.0,111.0,41.0,182.0,22.835009827725745
16626118,female,32,170.0,70.0,10.0,98.0,39.7,52.0,24.221453287197235
17268858,male,79,179.0,91.0,27.0,107.0,40.4,236.0,28.40111107643332
13816658,male,51,192.0,96.0,19.0,97.0,40.6,114.0,26.041666666666668
14191617,female,60,174.0,67.0,11.0,99.0,39.7,64.0,22.12973972783723
13672975,male,49,184.0,86.0,26.0,103.0,40.8,171.0,25.401701323251416
16361679,male,46,179.0,84.0,6.0,82.0,39.2,19.0,26.216410224399986
17739883,female,35,149.0,54.0,21.0,111.0,40.5,144.0,24.32322868339264
19341462,male,31,172.0,76.0,9.0,94.0,39.7,37.0,25.689561925365066
14117537,male,42,185.0,78.0,26.0,110.0,41.4,185.0,22.79035792549306
12667831,female,66,174.0,69.0,13.0,87.0,39.8,60.0,22.79032897344431
10661999,male,52,189.0,90.0,22.0,96.0,40.5,127.0,25.195263290501387
10366046,male,59,166.0,73.0,23.0,101.0,40.4,149.0,26.491508201480624
11523134,male,23,169.0,71.0,16.0,102.0,40.1,78.0,24.859073561850078
12275702,female,49,164.0,63.0,5.0,91.0,38.9,24.0,23.423557406305775
11190411,female,25,157.0,57.0,23.0,107.0,40.8,143.0,23.124670372023203
19686449,male,20,188.0,84.0,27.0,104.0,41.0,143.0,23.766410140334994
15565644,female,28,163.0,66.0,15.0,94.0,40.1,71.0,24.840980089578082
10154011,male,60,182.0,90.0,11.0,90.0,40.2,58.0,27.17063156623596
12676049,female,29,178.0,77.0,15.0,95.0,40.4,71.0,24.302487059714682
10228092,male,40,184.0,87.0,5.0,88.0,39.5,20.0,25.697069943289225
18997284,male,26,191.0,93.0,17.0,96.0,40.3,78.0,25.492722238973712
10836250,female,26,176.0,76.0,19.0,97.0,40.4,93.0,24.535123966942148
15883541,male,25,158.0,58.0,6.0,90.0,39.2,17.0,23.233456176894723
16990389,female,60,190.0,87.0,3.0,84.0,38.9,12.0,24.099722991689752
17046329,male,25,181.0,81.0,23.0,101.0,40.8,115.0,24.724520008546747
14136420,female,39,165.0,65.0,19.0,106.0,40.6,119.0,23.875114784205696
13138092,female,30,153.0,53.0,26.0,108.0,40.6,168.0,22.64086462471699
16655537,male,23,198.0,100.0,12.0,90.0,40.4,44.0,25.507601265177023
16245184,female,37,148.0,51.0,29.0,108.0,40.6,192.0,23.283418553688826
19157340,female,22,147.0,47.0,17.0,101.0,40.3,96.0,21.75019667731038
19810083,female,26,170.0,68.0,23.0,105.0,40.7,135.0,23.529411764705884
19821989,female,56,167.0,60.0,12.0,86.0,40.2,54.0,21.513858510523864
17219988,male,43,171.0,79.0,30.0,115.0,40.8,239.0,27.01685988851271
19572798,female,38,169.0,65.0,14.0,94.0,40.1,69.0,22.758306781975424
18360844,male,24,179.0,80.0,14.0,90.0,40.7,46.0,24.968009737523797
13918575,female,25,164.0,63.0,21.0,101.0,40.7,115.0,23.423557406305775
15319150,female,31,163.0,62.0,4.0,88.0,39.1,17.0,23.335466144755166
16112624,female,54,151.0,57.0,25.0,115.0,40.4,190.0,24.998903556861542
11099585,female,34,190.0,91.0,12.0,89.0,40.2,48.0,25.207756232686982
17300463,female,28,176.0,72.0,27.0,112.0,40.7,178.0,23.243801652892564
17118372,male,24,191.0,95.0,6.0,88.0,39.3,20.0,26.040952824758094
14435543,female,27,167.0,69.0,15.0,90.0,40.4,64.0,24.740937287102444
10908558,female,35,154.0,57.0,19.0,94.0,40.6,95.0,24.034407151290267
14181557,male,49,183.0,89.0,25.0,111.0,40.8,196.0,26.575890590940304
17152651,male,36,185.0,91.0,2.0,91.0,38.1,9.0,26.588750913075234
10192977,female,58,192.0,83.0,18.0,101.0,40.8,105.0,22.51519097222222
19584135,female,40,157.0,61.0,12.0,92.0,40.0,58.0,24.747454257779218
19445771,male,31,179.0,77.0,24.0,97.0,40.8,111.0,24.031709372366656
11294536,male,50,182.0,86.0,17.0,101.0,40.3,108.0,25.963047941069917
12845462,male,36,202.0,109.0,6.0,87.0,39.1,24.0,26.713067346338594
10578158,female,34,163.0,61.0,13.0,96.0,40.1,67.0,22.95908765854944
19789364,female,78,153.0,54.0,13.0,84.0,40.3,62.0,23.06805074971165
12301038,male,41,178.0,76.0,28.0,104.0,40.8,172.0,23.98687034465345
18976127,male,41,172.0,71.0,7.0,87.0,39.5,24.0,23.99945916711736
11460469,male,24,178.0,77.0,19.0,98.0,40.1,84.0,24.302487059714682
15238405,female,67,173.0,69.0,20.0,105.0,40.5,132.0,23.054562464499313
18559105,female,47,179.0,75.0,25.0,110.0,40.7,167.0,23.40750912892856
12761860,female,42,154.0,52.0,17.0,101.0,40.6,101.0,21.926125822229718
12777201,female,25,180.0,75.0,23.0,97.0,40.6,113.0,23.148148148148145
11084582,male,25,179.0,78.0,17.0,101.0,40.3,84.0,24.343809494085704
11393152,female,58,165.0,68.0,6.0,88.0,39.4,28.0,24.977043158861342
12327773,male,68,191.0,98.0,22.0,99.0,41.0,157.0,26.863298703434666
12038545,male,24,181.0,91.0,14.0,97.0,40.4,64.0,27.776929886145112
17593004,male,38,192.0,92.0,21.0,104.0,40.6,133.0,24.95659722222222
11708341,female,26,164.0,59.0,23.0,108.0,40.5,145.0,21.936347412254616
10753818,male,64,178.0,83.0,24.0,103.0,41.0,174.0,26.19618735008206
10608177,female,49,174.0,75.0,7.0,93.0,39.2,34.0,24.772096710265558
11267944,female,73,158.0,57.0,29.0,103.0,40.9,193.0,22.832879346258608
19795364,male,27,180.0,86.0,24.0,107.0,40.7,147.0,26.54320987654321
14290814,male,66,171.0,72.0,18.0,105.0,40.5,133.0,24.622960911049557
19222644,male,39,199.0,104.0,26.0,101.0,40.7,161.0,26.261963081740358
12847212,female,30,168.0,62.0,6.0,76.0,39.4,18.0,21.9671201814059
11986136,male,76,187.0,96.0,12.0,96.0,40.1,85.0,27.45288684263204
11830053,male,60,193.0,90.0,15.0,95.0,40.0,90.0,24.161722462347985
14737350,male,54,188.0,90.0,23.0,108.0,40.9,176.0,25.46401086464464
15294669,female,49,166.0,66.0,11.0,89.0,39.6,51.0,23.95122659311947
17146724,female,24,173.0,66.0,7.0,82.0,39.3,24.0,22.052190183434128
17490159,female,28,161.0,57.0,6.0,83.0,39.5,22.0,21.98989236526368
15501381,male,72,197.0,102.0,25.0,106.0,40.9,212.0,26.282563322940554
16736138,male,32,171.0,78.0,29.0,112.0,40.9,201.0,26.674874320303687
18493316,female,36,159.0,59.0,17.0,93.0,40.3,83.0,23.337684427040067
17497515,male,65,204.0,103.0,14.0,93.0,40.1,87.0,24.750096116878122
14364172,female,36,163.0,67.0,27.0,97.0,40.7,141.0,25.21735857578381
14217831,female,32,159.0,63.0,23.0,103.0,40.3,134.0,24.919900320398717
10483147,male,42,180.0,84.0,2.0,80.0,38.6,5.0,25.925925925925924
18046507,male,34,191.0,94.0,29.0,109.0,40.9,201.0,25.766837531865903
12414011,male,34,181.0,78.0,3.0,86.0,38.2,9.0,23.808797045267237
10710546,male,26,191.0,86.0,8.0,83.0,39.3,20.0,23.573915188728378
16175343,male,31,203.0,105.0,29.0,113.0,40.8,221.0,25.479870901987436
12020646,female,64,157.0,63.0,17.0,105.0,40.1,112.0,25.558846200657225
13611443,male,34,185.0,93.0,20.0,99.0,40.3,108.0,27.173119065010955
16383525,male,63,204.0,112.0,29.0,110.0,40.4,257.0,26.91272587466359
17841776,male,44,194.0,87.0,27.0,108.0,40.8,192.0,23.11616537357849
10735479,male,36,190.0,96.0,17.0,90.0,40.3,72.0,26.59279778393352
13117699,male,41,173.0,71.0,28.0,104.0,41.2,169.0,23.722810651876106
16042685,male,73,168.0,77.0,18.0,97.0,40.3,120.0,27.281746031746035
10315558,male,31,186.0,85.0,28.0,106.0,40.8,172.0,24.56931437160365
12304455,male,22,179.0,73.0,10.0,84.0,39.9,21.0,22.783308885490467
15503276,female,34,161.0,56.0,18.0,102.0,40.6,105.0,21.60410477990818
10565624,female,21,168.0,65.0,25.0,109.0,40.3,156.0,23.030045351473927
12458510,female,22,145.0,50.0,3.0,89.0,38.7,13.0,23.781212841854934
13885247,male,33,190.0,97.0,24.0,100.0,40.8,134.0,26.869806094182827
11572170,female,51,157.0,60.0,21.0,103.0,40.4,130.0,24.341758286340216
19911268,male,45,195.0,99.0,2.0,83.0,37.9,7.0,26.035502958579883
12859596,female,33,175.0,67.0,25.0,101.0,41.1,140.0,21.877551020408163
15376017,male,47,198.0,97.0,7.0,91.0,39.3,34.0,24.742373227221712
19921858,female,70,175.0,74.0,9.0,79.0,40.0,34.0,24.163265306122447
19187230,female,77,160.0,63.0,8.0,92.0,39.5,44.0,24.609374999999996
10874559,female,35,172.0,71.0,11.0,85.0,39.9,42.0,23.99945916711736
11746700,female,44,161.0,60.0,2.0,89.0,38.4,9.0,23.147255121330193
10952850,female,71,164.0,60.0,18.0,97.0,40.5,107.0,22.308149910767405
16785115,female,54,174.0,75.0,9.0,87.0,39.6,39.0,24.772096710265558
14951529,female,63,166.0,68.0,26.0,108.0,40.8,178.0,24.677021338365513
13846186,female,50,149.0,55.0,13.0,101.0,40.4,79.0,24.77365884419621
10590765,male,63,200.0,105.0,15.0,102.0,40.3,113.0,26.25
15032837,female,30,163.0,58.0,22.0,109.0,40.5,143.0,21.829952199932254
15511677,female,33,163.0,57.0,4.0,84.0,38.7,16.0,21.453573713726524
18148848,male,38,189.0,91.0,24.0,100.0,40.5,137.0,25.475210660395845
13172849,male,20,183.0,81.0,17.0,97.0,40.5,71.0,24.187046492878256
18401432,female,67,159.0,62.0,13.0,94.0,40.2,72.0,24.524346347059055
14857446,male,24,188.0,90.0,14.0,103.0,40.1,76.0,25.46401086464464
12734403,male,30,197.0,103.0,27.0,109.0,40.5,187.0,26.540235512381148
11693744,female,35,145.0,49.0,18.0,103.0,40.2,109.0,23.305588585017837
10622381,female,63,176.0,79.0,29.0,111.0,40.5,204.0,25.50361570247934
18548803,female,50,157.0,60.0,6.0,91.0,39.4,29.0,24.341758286340216
18119523,male,33,200.0,101.0,17.0,98.0,40.5,91.0,25.25
13991141,female,36,163.0,58.0,4.0,84.0,39.0,16.0,21.829952199932254
10677750,male,75,187.0,97.0,7.0,84.0,39.1,36.0,27.738854413909458
17724752,male,56,184.0,93.0,13.0,97.0,39.9,80.0,27.469281663516067
17047475,female,50,182.0,75.0,22.0,111.0,40.6,151.0,22.6421929718633
18908393,male,24,183.0,80.0,27.0,116.0,40.6,195.0,23.888440980620498
19475479,female,32,172.0,72.0,8.0,80.0,39.5,26.0,24.337479718766904
10854360,male,49,193.0,100.0,22.0,99.0,40.5,138.0,26.846358291497758
17425584,female,77,170.0,65.0,3.0,89.0,39.0,15.0,22.49134948096886
15539064,male,67,171.0,75.0,19.0,97.0,40.5,120.0,25.64891761567662
14130669,male,23,182.0,81.0,30.0,112.0,41.0,197.0,24.453568409612362
15015988,male,37,192.0,95.0,21.0,98.0,40.7,114.0,25.770399305555557
13741485,female,35,163.0,59.0,20.0,107.0,40.6,127.0,22.20633068613798
13015812,male,34,185.0,83.0,23.0,97.0,40.8,112.0,24.251278305332356
13939844,female,49,168.0,67.0,21.0,98.0,40.4,116.0,23.738662131519277
13135068,female,69,156.0,61.0,8.0,83.0,39.4,35.0,25.06574621959237
13286573,male,49,194.0,101.0,16.0,103.0,40.4,110.0,26.83600807737273
19246830,female,41,150.0,51.0,22.0,95.0,40.2,117.0,22.666666666666668
18976105,male,42,195.0,95.0,17.0,105.0,40.2,115.0,24.983563445101908
14714345,male,52,188.0,93.0,21.0,107.0,40.6,157.0,26.312811226799457
18319225,female,26,158.0,60.0,12.0,91.0,40.0,54.0,24.034609838166958
14775199,female,79,178.0,80.0,25.0,104.0,40.5,163.0,25.24933720489837
10074404,male,72,172.0,82.0,19.0,107.0,40.5,156.0,27.717685235262305
16366307,male,34,195.0,92.0,10.0,91.0,39.9,42.0,24.194608809993426
13945114,female,60,152.0,50.0,7.0,89.0,39.8,35.0,21.641274238227147
16749464,female,45,158.0,57.0,7.0,91.0,39.3,34.0,22.832879346258608
18521428,male,33,188.0,92.0,19.0,98.0,40.4,99.0,26.029877772747852
10207737,male,56,192.0,97.0,20.0,109.0,40.5,161.0,26.31293402777778
10722362,female,21,153.0,54.0,8.0,94.0,39.8,38.0,23.06805074971165
15316949,female,50,161.0,61.0,18.0,99.0,40.5,104.0,23.533042706685695
14920065,male,60,184.0,86.0,27.0,105.0,41.0,200.0,25.401701323251416
10809847,male,39,162.0,72.0,28.0,108.0,40.7,183.0,27.43484224965706
12363678,male,48,175.0,75.0,19.0,110.0,40.7,140.0,24.489795918367346
17804243,female,38,163.0,65.0,19.0,97.0,40.5,100.0,24.46460160337235
15862195,male,54,190.0,95.0,22.0,110.0,40.3,178.0,26.315789473684212
12555008,male,23,195.0,89.0,27.0,104.0,41.0,150.0,23.405654174884944
13788834,female,72,164.0,68.0,15.0,94.0,40.2,83.0,25.282569898869724
19113986,male,47,179.0,79.0,6.0,74.0,39.3,12.0,24.65590961580475
19510192,female,58,170.0,72.0,8.0,103.0,39.9,49.0,24.913494809688583
15831321,male,41,179.0,85.0,25.0,101.0,40.8,147.0,26.528510346119035
14142930,male,62,193.0,100.0,8.0,90.0,39.4,44.0,26.846358291497758
16036236,female,30,168.0,67.0,29.0,107.0,40.9,179.0,23.738662131519277
19962170,female,32,156.0,56.0,23.0,113.0,40.5,161.0,23.011176857330703
11390035,male,20,178.0,80.0,9.0,84.0,39.4,20.0,25.24933720489837
16163940,female,53,168.0,65.0,21.0,102.0,40.5,127.0,23.030045351473927
17847428,male,51,189.0,95.0,30.0,112.0,41.0,247.0,26.595000139973685
18908334,male,78,177.0,86.0,23.0,100.0,40.8,173.0,27.450604870886398
17029728,female,31,169.0,69.0,1.0,74.0,37.6,3.0,24.158817968558527
10082523,male,74,205.0,112.0,6.0,83.0,39.0,32.0,26.65080309339679
15505673,female,50,177.0,70.0,22.0,106.0,40.9,140.0,22.34351559258195
12679497,female,40,160.0,70.0,8.0,88.0,40.0,34.0,27.343749999999996
17438788,male,41,172.0,75.0,8.0,88.0,39.7,30.0,25.351541373715524
19382988,female,26,161.0,54.0,13.0,94.0,40.3,64.0,20.832529609197174
13632419,male,25,185.0,89.0,27.0,104.0,40.8,152.0,26.004382761139514
12432246,male,31,184.0,89.0,15.0,105.0,39.9,91.0,26.287807183364837
19984594,male,20,186.0,90.0,4.0,83.0,38.8,9.0,26.014568158168572
14768524,female,55,176.0,72.0,5.0,84.0,39.3,20.0,23.243801652892564
18107311,female,52,160.0,59.0,25.0,103.0,40.7,156.0,23.046874999999996
11102823,male,60,208.0,105.0,26.0,110.0,40.6,223.0,24.269600591715975
11337714,male,36,191.0,93.0,16.0,97.0,40.0,83.0,25.492722238973712
15422663,female,53,168.0,69.0,11.0,89.0,40.0,51.0,24.44727891156463
10201123,male,36,193.0,95.0,10.0,97.0,40.0,52.0,25.50404037692287
10310404,female,23,169.0,68.0,25.0,114.0,40.9,170.0,23.80869017191275
17001911,female,36,164.0,57.0,2.0,79.0,37.9,7.0,21.192742415229034
13586767,female,37,166.0,61.0,25.0,103.0,40.7,149.0,22.136739730004358
11312954,male,48,181.0,80.0,27.0,105.0,40.6,181.0,24.41927902078691
19873304,female,39,167.0,71.0,27.0,118.0,41.1,201.0,25.458065904119906
10331021,male,21,205.0,103.0,7.0,88.0,39.6,23.0,24.50922070196312
10566369,male,20,187.0,86.0,23.0,100.0,40.3,109.0,24.59321112985787
19286727,male,57,169.0,72.0,8.0,84.0,39.7,30.0,25.209201358495854
19845852,female,77,160.0,66.0,15.0,94.0,40.5,84.0,25.781249999999996
18971121,male,34,184.0,85.0,19.0,109.0,40.4,128.0,25.10633270321361
16784301,male,52,189.0,92.0,23.0,97.0,40.7,137.0,25.755158030290307
15158798,male,70,194.0,91.0,28.0,103.0,40.8,216.0,24.178977574662557
12730658,female,64,157.0,54.0,12.0,95.0,40.1,68.0,21.907582457706194
16649627,male,73,198.0,101.0,18.0,97.0,40.7,129.0,25.762677277828793
16205668,male,47,195.0,99.0,11.0,88.0,39.8,50.0,26.035502958579883
15013894,female,39,164.0,65.0,5.0,84.0,39.2,19.0,24.167162403331353
12286808,female,25,163.0,60.0,7.0,89.0,39.4,30.0,22.582709172343712
10485469,male,22,165.0,67.0,27.0,119.0,40.4,197.0,24.609733700642796
13340241,male,67,173.0,78.0,4.0,95.0,38.7,24.0,26.061679307694877
14093741,female,64,164.0,67.0,13.0,94.0,40.2,70.0,24.910767400356935
11983925,male,37,200.0,100.0,12.0,91.0,40.1,54.0,25.0
11222672,male,21,184.0,78.0,19.0,100.0,40.5,88.0,23.03875236294896
17862213,male,40,190.0,97.0,7.0,83.0,39.5,24.0,26.869806094182827
18184462,female,36,174.0,68.0,19.0,108.0,40.1,121.0,22.460034350640772
14919629,female,53,178.0,77.0,11.0,95.0,39.9,57.0,24.302487059714682
17551112,male,41,192.0,99.0,22.0,98.0,40.5,126.0,26.85546875
17567644,male,56,184.0,88.0,5.0,89.0,39.5,24.0,25.99243856332703
17752929,female,29,166.0,65.0,11.0,84.0,40.0,41.0,23.588329220496444
18452221,male,28,192.0,92.0,7.0,92.0,39.5,28.0,24.95659722222222
15176055,male,22,191.0,88.0,10.0,90.0,39.7,34.0,24.12214577451276
10836299,male,76,195.0,93.0,23.0,96.0,40.5,161.0,24.45759368836292
14734299,male,73,175.0,76.0,4.0,86.0,38.9,20.0,24.816326530612244
